# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# La BASE del UR5 es fija (decision de montaje, no se mueve
# el robot fisico de sitio). La CONFIGURACION ARTICULAR si
# cambia en cada frame: se recalcula para que el trocar
# (tubo rigido) siga la orientacion instantanea del shaft
# del PSM, igual que hace an5_psm_py/carrier_solver.py.
# Fulcro: [0.122141, -0.078964, 0.408424] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.397392, -0.598679, 0.0] m
# IK del UR5 por frame: OK 100.00 %, error mediana 0.0000 mm, maximo 0.0000 mm
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida, como en los archivos de PSM)
#  frame      t(s)   IK     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
     307   10.2000    1      6.4843   -84.6867  -108.1719   -13.9214   104.9713    19.4741
     308   10.2333    1      6.4828   -84.6877  -108.1731   -13.9161   104.9752    19.4724
     309   10.2667    1      6.4822   -84.6882  -108.1737   -13.9138   104.9769    19.4716
     310   10.3000    1      6.4843   -84.6868  -108.1726   -13.9192   104.9713    19.4733
     311   10.3333    1      6.4850   -84.6862  -108.1708   -13.9252   104.9695    19.4754
     312   10.3667    1      6.4808   -84.6882  -108.1696   -13.9247   104.9804    19.4756
     313   10.4000    1      6.4776   -84.6903  -108.1714   -13.9159   104.9889    19.4727
     314   10.4333    1      6.4773   -84.6904  -108.1715   -13.9155   104.9896    19.4726
     315   10.4667    1      6.4779   -84.6896  -108.1686   -13.9246   104.9881    19.4758
     316   10.5000    1      6.4753   -84.6911  -108.1689   -13.9212   104.9948    19.4748
     317   10.5333    1      6.4736   -84.6922  -108.1704   -13.9150   104.9993    19.4727
     318   10.5667    1      6.4720   -84.6928  -108.1684   -13.9193   105.0034    19.4744
     319   10.6000    1      6.4677   -84.6947  -108.1662   -13.9217   105.0147    19.4756
     320   10.6333    1      6.4618   -84.6981  -108.1675   -13.9116   105.0301    19.4725
     321   10.6667    1      6.4570   -84.7006  -108.1668   -13.9090   105.0425    19.4719
     322   10.7000    1      6.4512   -84.7036  -108.1662   -13.9048   105.0578    19.4709
     323   10.7333    1      6.4480   -84.7051  -108.1644   -13.9069   105.0661    19.4719
     324   10.7667    1      6.4483   -84.7051  -108.1657   -13.9034   105.0653    19.4707
     325   10.8000    1      6.4463   -84.7061  -108.1653   -13.9026   105.0705    19.4705
     326   10.8333    1      6.4433   -84.7076  -108.1646   -13.9016   105.0784    19.4704
     327   10.8667    1      6.4377   -84.7106  -108.1640   -13.8977   105.0930    19.4695
     328   10.9000    1      6.4346   -84.7120  -108.1622   -13.8998   105.1012    19.4705
     329   10.9333    1      6.4296   -84.7146  -108.1615   -13.8968   105.1143    19.4699
     330   10.9667    1      6.4215   -84.7184  -108.1582   -13.8986   105.1355    19.4712
     331   11.0000    1      6.4139   -84.7211  -108.1500   -13.9153   105.1554    19.4779
     332   11.0333    1      6.4135   -84.7210  -108.1485   -13.9193   105.1562    19.4794
     333   11.0667    1      6.4137   -84.7206  -108.1468   -13.9247   105.1558    19.4813
     334   11.1000    1      6.4144   -84.7199  -108.1450   -13.9309   105.1538    19.4835
     335   11.1333    1      6.4144   -84.7199  -108.1450   -13.9309   105.1538    19.4835
     336   11.1667    1      6.4126   -84.7210  -108.1452   -13.9283   105.1586    19.4827
     337   11.2000    1      6.4131   -84.7204  -108.1437   -13.9335   105.1573    19.4845
     338   11.2333    1      6.4128   -84.7204  -108.1422   -13.9376   105.1582    19.4860
     339   11.2667    1      6.4114   -84.7208  -108.1406   -13.9409   105.1617    19.4873
     340   11.3000    1      6.4106   -84.7212  -108.1405   -13.9405   105.1638    19.4872
     341   11.3333    1      6.4109   -84.7208  -108.1387   -13.9460   105.1632    19.4892
     342   11.3667    1      6.4109   -84.7208  -108.1387   -13.9460   105.1632    19.4892
     343   11.4000    1      6.4099   -84.7213  -108.1384   -13.9459   105.1657    19.4893
     344   11.4333    1      6.4091   -84.7218  -108.1387   -13.9441   105.1678    19.4887
     345   11.4667    1      6.4088   -84.7217  -108.1373   -13.9482   105.1687    19.4902
     346   11.5000    1      6.4087   -84.7218  -108.1375   -13.9475   105.1688    19.4899
     347   11.5333    1      6.4095   -84.7213  -108.1372   -13.9493   105.1667    19.4905
     348   11.5667    1      6.4090   -84.7216  -108.1372   -13.9486   105.1680    19.4903
     349   11.6000    1      6.4088   -84.7217  -108.1373   -13.9482   105.1687    19.4902
     350   11.6333    1      6.4124   -84.7203  -108.1407   -13.9417   105.1591    19.4875
     351   11.6667    1      6.4142   -84.7194  -108.1409   -13.9429   105.1544    19.4878
     352   11.7000    1      6.4134   -84.7199  -108.1412   -13.9411   105.1565    19.4873
     353   11.7333    1      6.4130   -84.7204  -108.1430   -13.9355   105.1577    19.4852
     354   11.7667    1      6.4164   -84.7190  -108.1456   -13.9311   105.1486    19.4834
     355   11.8000    1      6.4162   -84.7202  -108.1519   -13.9120   105.1493    19.4765
     356   11.8333    1      6.4166   -84.7204  -108.1547   -13.9042   105.1483    19.4736
     357   11.8667    1      6.4168   -84.7202  -108.1543   -13.9057   105.1476    19.4742
     358   11.9000    1      6.4127   -84.7222  -108.1526   -13.9065   105.1584    19.4748
     359   11.9333    1      6.4130   -84.7223  -108.1543   -13.9017   105.1576    19.4731
     360   11.9667    1      6.4119   -84.7235  -108.1574   -13.8912   105.1606    19.4694
     361   12.0000    1      6.4127   -84.7222  -108.1526   -13.9065   105.1584    19.4748
     362   12.0333    1      6.4141   -84.7220  -108.1562   -13.8969   105.1548    19.4712
     363   12.0667    1      6.4141   -84.7220  -108.1562   -13.8969   105.1548    19.4712
     364   12.1000    1      6.4140   -84.7218  -108.1544   -13.9025   105.1550    19.4733
     365   12.1333    1      6.4140   -84.7218  -108.1544   -13.9025   105.1550    19.4733
     366   12.1667    1      6.4136   -84.7222  -108.1557   -13.8980   105.1561    19.4717
     367   12.2000    1      6.4117   -84.7227  -108.1525   -13.9057   105.1610    19.4746
     368   12.2333    1      6.4110   -84.7226  -108.1495   -13.9139   105.1628    19.4776
     369   12.2667    1      6.4105   -84.7226  -108.1479   -13.9183   105.1641    19.4793
     370   12.3000    1      6.4102   -84.7225  -108.1464   -13.9224   105.1650    19.4808
     371   12.3333    1      6.4064   -84.7238  -108.1419   -13.9320   105.1749    19.4846
     372   12.3667    1      6.4017   -84.7264  -108.1424   -13.9256   105.1872    19.4826
     373   12.4000    1      6.3974   -84.7290  -108.1438   -13.9171   105.1983    19.4800
     374   12.4333    1      6.3826   -84.7366  -108.1415   -13.9091   105.2369    19.4784
     375   12.4667    1      6.3679   -84.7448  -108.1426   -13.8908   105.2754    19.4730
     376   12.5000    1      6.3533   -84.7526  -108.1414   -13.8793   105.3136    19.4702
     377   12.5333    1      6.3473   -84.7559  -108.1413   -13.8737   105.3294    19.4687
     378   12.5667    1      6.3382   -84.7607  -108.1404   -13.8668   105.3533    19.4670
     379   12.6000    1      6.3337   -84.7631  -108.1399   -13.8638   105.3651    19.4663
     380   12.6333    1      6.3347   -84.7625  -108.1396   -13.8658   105.3624    19.4669
     381   12.6667    1      6.3329   -84.7624  -108.1335   -13.8821   105.3671    19.4730
     382   12.7000    1      6.3311   -84.7634  -108.1337   -13.8797   105.3717    19.4723
     383   12.7333    1      6.3311   -84.7634  -108.1337   -13.8797   105.3717    19.4723
     384   12.7667    1      6.3302   -84.7639  -108.1334   -13.8797   105.3742    19.4723
     385   12.8000    1      6.3264   -84.7658  -108.1326   -13.8782   105.3841    19.4722
     386   12.8333    1      6.3166   -84.7713  -108.1332   -13.8664   105.4098    19.4688
     387   12.8667    1      6.3092   -84.7754  -108.1336   -13.8576   105.4291    19.4663
     388   12.9000    1      6.3013   -84.7799  -108.1348   -13.8461   105.4497    19.4628
     389   12.9333    1      6.2966   -84.7824  -108.1340   -13.8434   105.4620    19.4623
     390   12.9667    1      6.2947   -84.7834  -108.1336   -13.8426   105.4672    19.4622
     391   13.0000    1      6.2899   -84.7862  -108.1346   -13.8347   105.4796    19.4597
     392   13.0333    1      6.2845   -84.7893  -108.1355   -13.8266   105.4939    19.4573
     393   13.0667    1      6.2728   -84.7957  -108.1355   -13.8145   105.5244    19.4540
     394   13.1000    1      6.2639   -84.8005  -108.1346   -13.8082   105.5478    19.4525
     395   13.1333    1      6.2493   -84.8089  -108.1366   -13.7870   105.5861    19.4462
     396   13.1667    1      6.2347   -84.8155  -108.1284   -13.7965   105.6242    19.4510
     397   13.2000    1      6.2266   -84.8187  -108.1213   -13.8096   105.6454    19.4565
     398   13.2333    1      6.2142   -84.8238  -108.1111   -13.8273   105.6780    19.4640
     399   13.2667    1      6.2071   -84.8283  -108.1140   -13.8111   105.6967    19.4588
     400   13.3000    1      6.1992   -84.8322  -108.1113   -13.8111   105.7174    19.4596
     401   13.3333    1      6.1976   -84.8328  -108.1098   -13.8140   105.7215    19.4608
     402   13.3667    1      6.2006   -84.8307  -108.1074   -13.8244   105.7136    19.4642
     403   13.4000    1      6.2007   -84.8278  -108.0908   -13.8741   105.7134    19.4822
     404   13.4333    1      6.1960   -84.8272  -108.0721   -13.9252   105.7257    19.5010
     405   13.4667    1      6.1696   -84.8289  -107.9965   -14.1241   105.7949    19.5751
     406   13.5000    1      6.1160   -84.8415  -107.8932   -14.3769   105.9355    19.6709
     407   13.5333    1      6.0468   -84.8629  -107.7874   -14.6205   106.1173    19.7647
     408   13.5667    1      6.0127   -84.8748  -107.7431   -14.7170   106.2069    19.8025
     409   13.6000    1      5.9543   -84.8981  -107.6836   -14.8332   106.3605    19.8497
     410   13.6333    1      5.9169   -84.9155  -107.6620   -14.8591   106.4589    19.8627
     411   13.6667    1      5.8862   -84.9299  -107.6439   -14.8810   106.5398    19.8736
     412   13.7000    1      5.8727   -84.9356  -107.6319   -14.9026   106.5752    19.8827
     413   13.7333    1      5.8509   -84.9418  -107.5917   -14.9992   106.6329    19.9192
     414   13.7667    1      5.8419   -84.9419  -107.5590   -15.0864   106.6564    19.9511
     415   13.8000    1      5.8413   -84.9423  -107.5598   -15.0835   106.6581    19.9501
     416   13.8333    1      5.8465   -84.9434  -107.5862   -15.0110   106.6444    19.9239
     417   13.8667    1      5.8679   -84.9394  -107.6390   -14.8767   106.5881    19.8740
     418   13.9000    1      5.8815   -84.9354  -107.6621   -14.8223   106.5523    19.8532
     419   13.9333    1      5.9025   -84.9283  -107.6923   -14.7546   106.4969    19.8270
     420   13.9667    1      5.9168   -84.9212  -107.6982   -14.7516   106.4593    19.8244
     421   14.0000    1      5.9237   -84.9168  -107.6948   -14.7687   106.4410    19.8298
     422   14.0333    1      5.9240   -84.9169  -107.6963   -14.7646   106.4402    19.8283
     423   14.0667    1      5.9211   -84.9187  -107.6974   -14.7585   106.4478    19.8264
     424   14.1000    1      5.9181   -84.9202  -107.6960   -14.7595   106.4559    19.8271
     425   14.1333    1      5.9168   -84.9207  -107.6954   -14.7600   106.4591    19.8274
     426   14.1667    1      5.9085   -84.9257  -107.6972   -14.7461   106.4812    19.8233
     427   14.2000    1      5.8962   -84.9329  -107.6997   -14.7261   106.5135    19.8175
     428   14.2333    1      5.8882   -84.9378  -107.7021   -14.7108   106.5347    19.8128
     429   14.2667    1      5.8860   -84.9392  -107.7033   -14.7050   106.5404    19.8110
     430   14.3000    1      5.8803   -84.9423  -107.7025   -14.7014   106.5554    19.8103
     431   14.3333    1      5.8783   -84.9433  -107.7021   -14.7005   106.5605    19.8102
     432   14.3667    1      5.8797   -84.9428  -107.7033   -14.6983   106.5570    19.8093
     433   14.4000    1      5.8804   -84.9427  -107.7057   -14.6920   106.5550    19.8069
     434   14.4333    1      5.8788   -84.9438  -107.7066   -14.6876   106.5592    19.8055
     435   14.4667    1      5.8748   -84.9457  -107.7048   -14.6889   106.5699    19.8064
     436   14.5000    1      5.8749   -84.9459  -107.7061   -14.6850   106.5696    19.8050
     437   14.5333    1      5.8742   -84.9462  -107.7058   -14.6853   106.5714    19.8052
     438   14.5667    1      5.8755   -84.9452  -107.7037   -14.6927   106.5681    19.8077
     439   14.6000    1      5.8753   -84.9452  -107.7032   -14.6940   106.5686    19.8082
     440   14.6333    1      5.8734   -84.9462  -107.7025   -14.6944   106.5735    19.8085
     441   14.6667    1      5.8664   -84.9502  -107.7030   -14.6855   106.5920    19.8061
     442   14.7000    1      5.8618   -84.9527  -107.7025   -14.6821   106.6042    19.8054
     443   14.7333    1      5.8517   -84.9582  -107.7013   -14.6754   106.6306    19.8040
     444   14.7667    1      5.8434   -84.9628  -107.7009   -14.6681   106.6527    19.8023
     445   14.8000    1      5.8417   -84.9636  -107.7003   -14.6681   106.6570    19.8025
     446   14.8333    1      5.8417   -84.9636  -107.7003   -14.6681   106.6570    19.8025
     447   14.8667    1      5.8431   -84.9626  -107.6988   -14.6740   106.6533    19.8044
     448   14.9000    1      5.8431   -84.9626  -107.6988   -14.6740   106.6533    19.8044
     449   14.9333    1      5.8439   -84.9622  -107.6987   -14.6750   106.6513    19.8047
     450   14.9667    1      5.8458   -84.9612  -107.6993   -14.6752   106.6463    19.8046
     451   15.0000    1      5.8527   -84.9581  -107.7045   -14.6668   106.6281    19.8009
     452   15.0333    1      5.8591   -84.9559  -107.7132   -14.6477   106.6112    19.7934
     453   15.0667    1      5.8600   -84.9559  -107.7161   -14.6399   106.6089    19.7905
     454   15.1000    1      5.8590   -84.9573  -107.7218   -14.6222   106.6115    19.7843
     455   15.1333    1      5.8598   -84.9568  -107.7215   -14.6239   106.6093    19.7848
     456   15.1667    1      5.8600   -84.9566  -107.7213   -14.6246   106.6087    19.7850
     457   15.2000    1      5.8592   -84.9573  -107.7223   -14.6207   106.6110    19.7837
     458   15.2333    1      5.8591   -84.9579  -107.7255   -14.6110   106.6113    19.7803
     459   15.2667    1      5.8609   -84.9570  -107.7267   -14.6095   106.6065    19.7796
     460   15.3000    1      5.8620   -84.9566  -107.7281   -14.6064   106.6036    19.7784
     461   15.3333    1      5.8625   -84.9565  -107.7296   -14.6027   106.6021    19.7770
     462   15.3667    1      5.8620   -84.9571  -107.7313   -14.5969   106.6034    19.7749
     463   15.4000    1      5.8630   -84.9566  -107.7314   -14.5976   106.6008    19.7751
     464   15.4333    1      5.8653   -84.9556  -107.7333   -14.5944   106.5949    19.7737
     465   15.4667    1      5.8652   -84.9558  -107.7344   -14.5909   106.5952    19.7725
     466   15.5000    1      5.8658   -84.9557  -107.7355   -14.5883   106.5936    19.7715
     467   15.5333    1      5.8705   -84.9540  -107.7417   -14.5749   106.5811    19.7662
     468   15.5667    1      5.8792   -84.9508  -107.7522   -14.5526   106.5583    19.7574
     469   15.6000    1      5.8885   -84.9473  -107.7632   -14.5295   106.5338    19.7481
     470   15.6333    1      5.8908   -84.9463  -107.7648   -14.5269   106.5278    19.7470
     471   15.6667    1      5.8877   -84.9479  -107.7640   -14.5262   106.5360    19.7471
     472   15.7000    1      5.8884   -84.9475  -107.7640   -14.5270   106.5341    19.7473
     473   15.7333    1      5.8905   -84.9465  -107.7649   -14.5266   106.5284    19.7469
     474   15.7667    1      5.8905   -84.9465  -107.7649   -14.5266   106.5284    19.7469
     475   15.8000    1      5.8887   -84.9470  -107.7620   -14.5332   106.5333    19.7495
     476   15.8333    1      5.8898   -84.9465  -107.7625   -14.5331   106.5302    19.7493
     477   15.8667    1      5.8922   -84.9449  -107.7613   -14.5390   106.5241    19.7511
     478   15.9000    1      5.9000   -84.9398  -107.7565   -14.5613   106.5035    19.7583
     479   15.9333    1      5.9108   -84.9333  -107.7535   -14.5815   106.4751    19.7644
     480   15.9667    1      5.9159   -84.9302  -107.7524   -14.5900   106.4616    19.7669
     481   16.0000    1      5.9214   -84.9272  -107.7525   -14.5952   106.4472    19.7682
     482   16.0333    1      5.9209   -84.9274  -107.7524   -14.5951   106.4485    19.7682
     483   16.0667    1      5.9192   -84.9282  -107.7516   -14.5957   106.4528    19.7686
     484   16.1000    1      5.9181   -84.9288  -107.7512   -14.5959   106.4559    19.7688
     485   16.1333    1      5.9170   -84.9291  -107.7494   -14.6000   106.4586    19.7704
     486   16.1667    1      5.9156   -84.9295  -107.7469   -14.6059   106.4625    19.7726
     487   16.2000    1      5.9142   -84.9296  -107.7424   -14.6178   106.4661    19.7770
     488   16.2333    1      5.9171   -84.9262  -107.7313   -14.6539   106.4585    19.7896
     489   16.2667    1      5.9223   -84.9226  -107.7269   -14.6722   106.4447    19.7956
     490   16.3000    1      5.9231   -84.9221  -107.7263   -14.6749   106.4427    19.7964
     491   16.3333    1      5.9229   -84.9221  -107.7259   -14.6758   106.4431    19.7968
     492   16.3667    1      5.9227   -84.9220  -107.7242   -14.6807   106.4438    19.7985
     493   16.4000    1      5.9227   -84.9220  -107.7242   -14.6807   106.4438    19.7985
     494   16.4333    1      5.9231   -84.9217  -107.7242   -14.6812   106.4426    19.7987
     495   16.4667    1      5.9225   -84.9218  -107.7227   -14.6849   106.4441    19.8001
