# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# El UR5 permanece ESTATICO: en JIGSAWS el trocar y la camara
# estan fijos, de modo que el fulcro es constante y la misma
# pose se repite en todos los frames (se incluye una fila por
# frame para alinear con los archivos de PSM).
# Fulcro: [0.110112, -0.04358, 0.422241] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.472911, -0.421284, 0.0] m
# IK del UR5: OK (0.0008 mm)
#  frame      t(s)     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
     327   10.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     328   10.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     329   10.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     330   10.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     331   11.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     332   11.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     333   11.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     334   11.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     335   11.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     336   11.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     337   11.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     338   11.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     339   11.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     340   11.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     341   11.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     342   11.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     343   11.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     344   11.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     345   11.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     346   11.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     347   11.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     348   11.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     349   11.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     350   11.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     351   11.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     352   11.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     353   11.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     354   11.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     355   11.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     356   11.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     357   11.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     358   11.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     359   11.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     360   11.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     361   12.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     362   12.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     363   12.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     364   12.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     365   12.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     366   12.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     367   12.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     368   12.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     369   12.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     370   12.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     371   12.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     372   12.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     373   12.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     374   12.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     375   12.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     376   12.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     377   12.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     378   12.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     379   12.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     380   12.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     381   12.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     382   12.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     383   12.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     384   12.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     385   12.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     386   12.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     387   12.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     388   12.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     389   12.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     390   12.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     391   13.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     392   13.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     393   13.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     394   13.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     395   13.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     396   13.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     397   13.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     398   13.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     399   13.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     400   13.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     401   13.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     402   13.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     403   13.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     404   13.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     405   13.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     406   13.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     407   13.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     408   13.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     409   13.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     410   13.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     411   13.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     412   13.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     413   13.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     414   13.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     415   13.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     416   13.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     417   13.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     418   13.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     419   13.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     420   13.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     421   14.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     422   14.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     423   14.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     424   14.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     425   14.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     426   14.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     427   14.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     428   14.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     429   14.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     430   14.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     431   14.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     432   14.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     433   14.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     434   14.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     435   14.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     436   14.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     437   14.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     438   14.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     439   14.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     440   14.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     441   14.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     442   14.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     443   14.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     444   14.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     445   14.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     446   14.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     447   14.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     448   14.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     449   14.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     450   14.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     451   15.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     452   15.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     453   15.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     454   15.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     455   15.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     456   15.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     457   15.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     458   15.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     459   15.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     460   15.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     461   15.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     462   15.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     463   15.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     464   15.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     465   15.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     466   15.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     467   15.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     468   15.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     469   15.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     470   15.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     471   15.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     472   15.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     473   15.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     474   15.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     475   15.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     476   15.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     477   15.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     478   15.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     479   15.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     480   15.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     481   16.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     482   16.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     483   16.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     484   16.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     485   16.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     486   16.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     487   16.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     488   16.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     489   16.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     490   16.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     491   16.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     492   16.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     493   16.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     494   16.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     495   16.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     496   16.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     497   16.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     498   16.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     499   16.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     500   16.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     501   16.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     502   16.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     503   16.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     504   16.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     505   16.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     506   16.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     507   16.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     508   16.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     509   16.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     510   16.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     511   17.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     512   17.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     513   17.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     514   17.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     515   17.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     516   17.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     517   17.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     518   17.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     519   17.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     520   17.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     521   17.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     522   17.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     523   17.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     524   17.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
